RECTIME,RANGVX,RANGX
27.77,-53.1616,-39.2157
27.78,-55.4809,-39.7815
27.79,-58.7768,-40.3747
27.8,-62.9272,-41.0174
27.81,-67.2607,-41.715
27.82,-71.3501,-42.4676
27.83,-74.8901,-43.2696
27.84,-77.8808,-44.1101
27.85,-80.3833,-44.9725
27.86,-82.3364,-45.8569
27.87,-83.6792,-46.7523
27.88,-84.3506,-47.6641
27.89,-84.8388,-48.587
27.9,-85.3271,-49.5153
27.91,-85.9985,-50.4547
27.92,-86.7309,-51.3995
27.93,-87.4023,-52.3498
27.94,-87.8296,-53.3001
27.95,-87.6465,-54.245
27.96,-87.1582,-55.1898
27.97,-86.6089,-56.1236
27.98,-86.7309,-57.0355
27.99,-87.8906,-57.9419
28,-89.8437,-58.8482
28.01,-91.7968,-59.7656
28.02,-92.9565,-60.7104
28.03,-93.1396,-61.6607
28.04,-92.4072,-62.611
28.05,-91.1865,-63.5559
28.06,-89.9658,-64.4732
28.07,-88.6841,-65.3851
28.08,-87.1582,-66.297
28.09,-85.3882,-67.1923
28.1,-83.6792,-68.0767
28.11,-82.0923,-68.9337
28.12,-80.2612,-69.7741
28.13,-78.4301,-70.5926
28.14,-76.5991,-71.3891
28.15,-75.1342,-72.1691
28.16,-74.2798,-72.9382
28.17,-74.4629,-73.7072
28.18,-75.2563,-74.4763
28.19,-76.355,-75.2728
28.2,-77.2705,-76.0913
28.21,-77.7588,-76.9317
28.22,-77.5146,-77.7832
28.23,-76.6601,-78.6401
28.24,-75.1342,-79.4806
28.25,-74.0356,-80.299
28.26,-73.3642,-81.09
28.27,-73.1201,-81.8701
28.28,-73.3642,-82.6336
28.29,-74.2798,-83.3972
28.3,-75.5005,-84.1552
28.31,-76.5991,-84.9298
28.32,-77.0263,-85.7043
28.33,-76.7212,-86.4953
28.34,-75.9887,-87.2754
28.35,-75.0122,-88.0444
28.36,-74.2187,-88.7915
28.37,-73.7304,-89.5166
28.38,-73.9135,-90.2307
28.39,-74.5239,-90.9448
28.4,-75.3784,-91.6644
28.41,-76.355,-92.395
28.42,-77.2705,-93.1366
28.43,-77.8198,-93.8891
28.44,-77.6367,-94.6582
28.45,-76.5991,-95.4272
28.46,-74.8291,-96.1908
28.47,-72.937,-96.9378
28.48,-71.4111,-97.6629
28.49,-70.3735,-98.377
28.5,-69.458,-99.0747
28.51,-68.6645,-99.7668
28.52,-67.81,-100.4535
28.53,-66.9555,-101.1181
28.54,-66.4062,-101.7773
28.55,-65.5517,-102.431
28.56,-64.209,-103.0902
28.57,-62.7441,-103.7384
28.58,-61.2793,-104.3756
28.59,-59.8755,-104.9963
28.6,-58.5937,-105.606
28.61,-57.6782,-106.1993
28.62,-57.2509,-106.7816
28.63,-56.7016,-107.3584
28.64,-55.542,-107.9351
28.65,-54.0771,-108.5009
28.66,-53.0395,-109.0503
28.67,-52.3071,-109.5831
28.68,-51.8188,-110.1104
28.69,-51.3916,-110.6378
28.7,-51.5136,-111.1541
28.71,-51.5747,-111.676
28.72,-51.4526,-112.1978
28.73,-51.2085,-112.7142
28.74,-51.1474,-113.236
28.75,-50.8423,-113.7524
28.76,-50.2319,-114.2688
28.77,-49.7436,-114.7741
28.78,-48.9502,-115.2795
28.79,-48.5229,-115.7739
28.8,-48.706,-116.2573
28.81,-49.0112,-116.7407
28.82,-49.1333,-117.2241
28.83,-49.1943,-117.713
28.84,-49.3164,-118.2019
28.85,-48.8281,-118.7072
28.86,-47.9126,-119.2126
28.87,-48.2177,-119.7015
28.88,-49.0722,-120.1904
28.89,-49.7436,-120.6793
28.9,-49.2553,-121.1847
28.91,-47.3633,-121.6845
28.92,-44.9218,-122.1514
28.93,-43.0298,-122.5744
28.94,-42.1142,-122.9589
28.95,-43.396,-123.3215
28.96,-46.1425,-123.7005
28.97,-49.6826,-124.1125
28.98,-53.833,-124.5684
28.99,-58.4106,-125.0683
29,-62.561,-125.6176
29.01,-65.6738,-126.2164
29.02,-67.688,-126.8426
29.03,-68.6645,-127.5018
29.04,-68.4204,-128.1775
29.05,-67.5659,-128.8531
29.06,-66.7724,-129.5288
29.07,-66.2842,-130.2044
29.08,-65.979,-130.8856
29.09,-66.101,-131.5667
29.1,-66.5893,-132.2589
29.11,-67.0776,-132.9675
29.12,-67.3217,-133.6816
29.13,-67.6269,-134.4012
29.14,-68.6035,-135.1373
29.15,-69.1528,-135.8953
29.16,-68.9087,-136.6699
29.17,-68.4204,-137.4444
29.18,-67.3828,-138.2135
29.19,-65.0634,-138.977
29.2,-62.6831,-139.7186
29.21,-60.6689,-140.4382
29.22,-58.1054,-141.1468
29.23,-54.7485,-141.8335
29.24,-51.2695,-142.4926
29.25,-47.1191,-143.1134
29.26,-42.7246,-143.6792
29.27,-39.0014,-144.1845
29.28,-35.7055,-144.646
29.29,-32.8369,-145.0744
29.3,-30.0293,-145.4699
29.31,-27.771,-145.849
29.32,-25.5737,-146.2115
29.33,-23.5595,-146.5576
29.34,-21.9726,-146.8982
29.35,-20.7519,-147.2277
29.36,-20.2026,-147.5518
29.37,-20.7519,-147.8759
29.38,-22.4609,-148.222
29.39,-24.8413,-148.5791
29.4,-27.5268,-148.9636
29.41,-30.2124,-149.3646
29.42,-31.8603,-149.7821
29.43,-33.3252,-150.1831
29.44,-34.851,-150.5786
29.45,-36.2549,-150.9686
29.46,-36.7431,-151.3641
29.47,-36.499,-151.7596
29.48,-36.2549,-152.1496
29.49,-36.3769,-152.5451
29.5,-36.499,-152.9406
29.51,-36.1938,-153.3526
29.52,-36.1328,-153.7591
29.53,-35.8886,-154.1711
29.54,-34.6069,-154.5831
29.55,-33.6303,-154.9731
29.56,-33.2031,-155.3576
29.57,-31.9824,-155.7367
29.58,-30.3955,-156.1047
29.59,-29.541,-156.4508
29.6,-28.8086,-156.7968
29.61,-28.0151,-157.1429
29.62,-26.9165,-157.478
29.63,-25.9399,-157.8021
29.64,-25.9399,-158.1097
29.65,-25.5737,-158.4118
29.66,-25.5737,-158.7085
29.67,-25.3296,-159.0051
29.68,-25.0244,-159.2907
29.69,-24.9023,-159.5709
29.7,-25.2075,-159.8455
29.71,-25.4516,-160.1202
29.72,-26.2451,-160.3894
29.73,-27.5879,-160.675
29.74,-28.7475,-160.9661
29.75,-29.2968,-161.2738
29.76,-29.7241,-161.5869
29.77,-30.3344,-161.889
29.78,-30.8227,-162.2021
29.79,-30.8227,-162.5207
29.8,-31.0058,-162.8393
29.81,-31.6772,-163.1744
29.82,-32.3486,-163.5205
29.83,-32.5317,-163.883
29.84,-32.3486,-164.2511
29.85,-32.1655,-164.6246
29.86,-31.311,-164.9926
29.87,-30.3955,-165.3497
29.88,-29.602,-165.6903
29.89,-29.1137,-166.0199
29.9,-28.7475,-166.344
29.91,-28.2592,-166.6571
29.92,-28.1982,-166.9702
29.93,-28.6865,-167.2778
29.94,-29.1748,-167.5854
29.95,-29.48,-167.893
29.96,-29.7241,-168.2006
29.97,-29.6631,-168.5083
29.98,-29.541,-168.8214
29.99,-29.7851,-169.1235
30,-29.9682,-169.4256
30.01,-29.541,-169.7332
30.02,-28.9306,-170.0354
30.03,-28.3203,-170.332
30.04,-27.6489,-170.6231
30.05,-27.0996,-170.9088
30.06,-26.4282,-171.1889
30.07,-25.3906,-171.4691
30.08,-24.292,-171.7382
30.09,-23.0102,-171.9909
30.1,-21.7895,-172.2381
30.11,-20.4467,-172.4743
30.12,-19.226,-172.6941
30.13,-18.0053,-172.9028
30.14,-16.8457,-173.0951
30.15,-15.8081,-173.2708
30.16,-15.0757,-173.4356
30.17,-14.5263,-173.5949
30.18,-14.0991,-173.7542
30.19,-13.6108,-173.908
30.2,-13.0615,-174.0619
30.21,-12.6953,-174.2157
30.22,-12.3901,-174.3585
30.23,-11.8408,-174.5068
30.24,-11.1084,-174.6441
30.25,-10.1318,-174.7815
30.26,-9.0942,-174.9023
30.27,-7.9956,-175.0067
30.28,-7.08,-175.1056
30.29,-5.8593,-175.1879
30.3,-4.3945,-175.2649
30.31,-3.0517,-175.3363
30.32,-1.77,-175.3912
30.33,-0.2441,-175.4296
30.34,1.1597,-175.4516
30.35,2.5635,-175.4516
30.36,3.8452,-175.4351
30.37,5.0049,-175.4022
30.38,5.9204,-175.3637
30.39,6.6529,-175.3088
30.4,7.1411,-175.2429
30.41,7.2022,-175.166
30.42,6.836,-175.0891
30.43,6.2867,-175.0122
30.44,5.4932,-174.9462
30.45,4.5777,-174.8803
30.46,3.6621,-174.8254
30.47,2.9297,-174.7815
30.48,2.3194,-174.7375
30.49,1.8921,-174.7046
30.5,1.9532,-174.6771
30.51,2.1363,-174.6496
30.52,2.6245,-174.6222
30.53,3.2959,-174.5892
30.54,4.0894,-174.5562
30.55,4.8218,-174.5123
30.56,5.6763,-174.4574
30.57,6.5308,-174.3859
30.58,6.958,-174.3035
30.59,6.836,-174.2212
30.6,6.3477,-174.1333
30.61,5.7373,-174.0564
30.62,5.0659,-173.9795
30.63,4.2115,-173.908
30.64,2.8076,-173.8531
30.65,1.4649,-173.8092
30.66,0.1221,-173.7817
30.67,-0.7934,-173.7707
30.68,-1.0376,-173.7707
30.69,-0.7934,-173.7707
30.7,-0.4272,-173.7762
30.71,0.3662,-173.7707
30.72,1.4038,-173.7597
30.73,2.3194,-173.7378
30.74,3.1739,-173.7103
30.75,3.6011,-173.6718
30.76,3.479,-173.6279
30.77,3.2349,-173.5839
30.78,2.5635,-173.54
30.79,1.4649,-173.4961
30.8,0.3662,-173.4686
30.81,-0.7324,-173.4521
30.82,-1.831,-173.4521
30.83,-2.6245,-173.4686
30.84,-2.8076,-173.4906
30.85,-2.8686,-173.529
30.86,-2.7466,-173.5675
30.87,-2.1972,-173.6169
30.88,-1.2207,-173.6554
30.89,0.1831,-173.6883
30.9,1.5869,-173.7103
30.91,3.2959,-173.7158
30.92,5.3711,-173.7048
30.93,7.6905,-173.6718
30.94,9.9488,-173.6114
30.95,12.146,-173.518
30.96,13.9771,-173.4027
30.97,15.1367,-173.2544
30.98,15.3809,-173.0896
30.99,14.8316,-172.9138
31,13.855,-172.7435
31.01,12.5122,-172.5842
31.02,10.5591,-172.4359
31.03,8.4839,-172.3095
31.04,6.4087,-172.1997
31.05,4.5777,-172.1063
31.06,3.2959,-172.0349
31.07,2.3194,-171.9744
31.08,1.709,-171.925
31.09,1.4038,-171.8811
31.1,1.0987,-171.8426
31.11,0.7935,-171.8042
31.12,0.6714,-171.7712
31.13,0.1831,-171.7437
31.14,-0.4883,-171.7218
31.15,-1.4038,-171.7108
31.16,-2.3193,-171.7108
31.17,-2.8076,-171.7218
31.18,-3.1128,-171.7437
31.19,-3.3569,-171.7712
31.2,-3.4179,-171.7987
31.21,-3.4179,-171.8316
31.22,-3.2348,-171.8591
31.23,-3.1128,-171.8921
31.24,-2.9297,-171.9195
31.25,-2.8076,-171.9525
31.26,-2.5024,-171.9909
31.27,-2.1362,-172.0184
31.28,-1.709,-172.0514
31.29,-0.9765,-172.0788
31.3,-0.061,-172.0953
31.31,0.4883,-172.1063
31.32,0.9156,-172.1063
31.33,1.2818,-172.1008
31.34,1.5869,-172.0953
31.35,1.709,-172.0898
31.36,1.709,-172.0788
31.37,2.0752,-172.0678
31.38,2.7466,-172.0514
31.39,3.1739,-172.0294
31.4,3.7842,-171.9964
31.41,4.4556,-171.958
31.42,5.0049,-171.9085
31.43,5.4322,-171.8536
31.44,5.4932,-171.7877
31.45,5.188,-171.7218
31.46,4.6997,-171.6558
31.47,4.0284,-171.5954
31.48,3.0518,-171.535
31.49,2.1973,-171.491
31.5,1.2818,-171.4526
31.51,0.3662,-171.4251
31.52,-0.4272,-171.4087
31.53,-1.0986,-171.3977
31.54,-1.709,-171.3977
31.55,-2.1362,-171.4087
31.56,-2.5634,-171.4251
31.57,-2.6855,-171.4526
31.58,-2.3193,-171.4746
31.59,-1.709,-171.502
31.6,-1.2207,-171.5185
31.61,-0.5493,-171.535
31.62,0.3052,-171.546
31.63,1.1597,-171.5515
31.64,1.8311,-171.5405
31.65,2.5635,-171.5295
31.66,3.1739,-171.5075
31.67,3.479,-171.4801
31.68,3.6621,-171.4471
31.69,3.6621,-171.4087
31.7,3.357,-171.3647
31.71,2.7466,-171.3263
31.72,2.0752,-171.2933
31.73,1.5259,-171.2713
31.74,0.9766,-171.2548
31.75,0.6104,-171.2439
31.76,0.6714,-171.2384
31.77,0.8545,-171.2274
31.78,1.0376,-171.2164
31.79,1.1597,-171.1999
31.8,1.2207,-171.1834
31.81,1.2207,-171.1724
31.82,1.0987,-171.156
31.83,1.0376,-171.1395
31.84,1.0376,-171.123
31.85,0.9156,-171.112
31.86,0.7325,-171.101
31.87,0.6714,-171.101
31.88,0.6714,-171.0955
31.89,0.9766,-171.101
31.9,1.648,-171.1065
31.91,2.4414,-171.1065
31.92,3.5401,-171.09
31.93,4.8828,-171.0681
31.94,6.2256,-171.0296
31.95,7.3242,-170.9747
31.96,7.9956,-170.9033
31.97,8.1787,-170.8209
31.98,7.7515,-170.733
31.99,7.0801,-170.6451
32,6.1646,-170.5682
32.01,5.0049,-170.4968
32.02,3.9063,-170.4364
32.03,2.9297,-170.3814
32.04,2.0752,-170.343
32.05,1.3428,-170.31
32.06,0.8545,-170.288
32.07,0.4883,-170.2661
32.08,0.1221,-170.2441
32.09,-0.3051,-170.2331
32.1,-0.9155,-170.2221
32.11,-1.3427,-170.2276
32.12,-1.3427,-170.2331
32.13,-1.709,-170.2386
32.14,-1.9531,-170.2496
32.15,-2.1362,-170.2661
32.16,-2.1362,-170.2826
32.17,-2.0752,-170.299
32.18,-1.77,-170.3155
32.19,-1.5258,-170.3265
32.2,-1.4648,-170.3375
32.21,-1.709,-170.3485
32.22,-1.8921,-170.3595
32.23,-2.1362,-170.3814
32.24,-2.4414,-170.3979
32.25,-2.7466,-170.4199
32.26,-3.0517,-170.4473
32.27,-3.2348,-170.4803
32.28,-3.1738,-170.5243
32.29,-2.9297,-170.5627
32.3,-2.3803,-170.6066
32.31,-1.709,-170.6396
32.32,-0.8545,-170.6671
32.33,0.2442,-170.689
32.34,1.0376,-170.689
32.35,1.77,-170.6836
32.36,2.1973,-170.6726
32.37,2.1363,-170.6506
32.38,1.8921,-170.6286
32.39,1.648,-170.6121
32.4,1.1597,-170.5957
32.41,0.8545,-170.5847
32.42,0.7325,-170.5737
32.43,0.3662,-170.5627
32.44,0,-170.5517
32.45,-0.1831,-170.5517
32.46,-0.4272,-170.5462
32.47,-0.9155,-170.5407
32.48,-1.4038,-170.5407
32.49,-2.1972,-170.5462
32.5,-2.9297,-170.5572
32.51,-3.6621,-170.5847
32.52,-4.2724,-170.6121
32.53,-4.6997,-170.6561
32.54,-4.8217,-170.7
32.55,-4.5776,-170.7495
32.56,-4.2114,-170.7989
32.57,-3.7842,-170.8429
32.58,-3.2959,-170.8868
32.59,-2.9907,-170.9253
32.6,-2.6855,-170.9637
32.61,-2.5024,-170.9967
32.62,-2.1972,-171.0351
32.63,-1.709,-171.0681
32.64,-0.9765,-171.0955
32.65,-0.3662,-171.112
32.66,0.2442,-171.1175
32.67,0.6104,-171.112
32.68,0.6104,-171.1065
32.69,0.2442,-171.101
32.7,-0.1831,-171.101
32.71,-0.4883,-171.101
32.72,-0.7324,-171.101
32.73,-0.9765,-171.101
32.74,-1.2817,-171.101
32.75,-1.6479,-171.112
32.76,-2.2583,-171.123
32.77,-2.7466,-171.1395
32.78,-3.0517,-171.1615
32.79,-3.0517,-171.1889
32.8,-2.9907,-171.2164
32.81,-2.9297,-171.2439
32.82,-3.4179,-171.2768
32.83,-4.2724,-171.3208
32.84,-4.9438,-171.3867
32.85,-5.4321,-171.4691
32.86,-5.9204,-171.568
32.87,-6.0425,-171.6723
32.88,-4.7607,-171.7822
32.89,-3.0517,-171.8811
32.9,-1.5258,-171.969
32.91,0.6104,-172.0459
32.92,3.479,-172.1008
32.93,5.9204,-172.1337
32.94,8.4229,-172.1447
32.95,11.3526,-172.1283
32.96,14.2823,-172.0843
32.97,16.8457,-172.0129
32.98,19.4092,-171.9085
32.99,22.0337,-171.7767
33,24.5362,-171.6119
33.01,26.3062,-171.4196
33.02,27.71,-171.2054
33.03,29.2969,-170.9692
33.04,30.9449,-170.7165
33.05,32.4707,-170.4419
33.06,33.5083,-170.1452
33.07,34.607,-169.8376
33.08,35.6446,-169.519
33.09,36.377,-169.1894
33.1,36.9873,-168.8433
33.11,37.4756,-168.4973
33.12,37.9639,-168.1457
33.13,38.4522,-167.7887
33.14,38.9405,-167.4261
33.15,39.3677,-167.0526
33.16,40.0391,-166.6735
33.17,40.4663,-166.2835
33.18,40.7105,-165.888
33.19,40.7715,-165.4925
33.2,40.5274,-165.0915
33.21,40.1612,-164.696
33.22,39.856,-164.3115
33.23,40.1001,-163.927
33.24,40.6494,-163.5424
33.25,41.2598,-163.1524
33.26,41.9922,-162.7569
33.27,42.7246,-162.3504
33.28,43.4571,-161.9384
33.29,43.8843,-161.5155
33.3,43.8843,-161.0925
33.31,43.4571,-160.6695
33.32,42.6636,-160.2575
33.33,42.1143,-159.8675
33.34,42.7857,-159.4885
33.35,44.2505,-159.1095
33.36,45.7764,-158.7085
33.37,48.0957,-158.291
33.38,50.7813,-157.846
33.39,53.4058,-157.3736
33.4,56.4575,-156.8682
33.41,59.5093,-156.3299
33.42,61.8286,-155.7531
33.43,63.6597,-155.1379
33.44,65.0025,-154.4952
33.45,65.6739,-153.836
33.46,66.0401,-153.1659
33.47,66.2232,-152.4847
33.48,65.7349,-151.7926
33.49,64.8194,-151.1004
33.5,63.4156,-150.4083
33.51,61.5235,-149.7381
33.52,59.021,-149.0899
33.53,55.9082,-148.4747
33.54,52.4292,-147.8924
33.55,49.4385,-147.3486
33.56,47.4854,-146.8377
33.57,46.9971,-146.3433
33.58,47.8516,-145.849
33.59,49.6216,-145.3436
33.6,51.9409,-144.8272
33.61,54.6875,-144.2944
33.62,57.8614,-143.7451
33.63,61.2793,-143.1628
33.64,65.2466,-142.5476
33.65,68.2984,-141.8939
33.66,69.8242,-141.1962
33.67,70.5567,-140.4876
33.68,70.7398,-139.7625
33.69,70.1294,-139.0319
33.7,69.336,-138.3068
33.71,68.7256,-137.5872
33.72,68.1763,-136.8676
33.73,67.7491,-136.1535
33.74,67.3828,-135.4449
33.75,66.4673,-134.7308
33.76,65.0025,-134.0167
33.77,63.4766,-133.3191
33.78,61.8897,-132.6434
33.79,60.9131,-131.9842
33.8,60.1807,-131.3415
33.81,59.3262,-130.6988
33.82,59.021,-130.0671
33.83,59.3872,-129.4409
33.84,60.3028,-128.8147
33.85,61.5235,-128.1829
33.86,62.6221,-127.5457
33.87,63.2325,-126.8975
33.88,63.4766,-126.2494
33.89,64.0259,-125.6066
33.9,63.4156,-124.9475
33.91,62.2559,-124.2883
33.92,61.4014,-123.6401
33.93,60.3028,-122.9974
33.94,58.4107,-122.3492
33.95,56.9458,-121.7285
33.96,55.8472,-121.1187
33.97,55.1758,-120.52
33.98,54.8706,-119.9212
33.99,54.7486,-119.317
34,55.1148,-118.7237
34.01,55.1758,-118.1195
34.02,54.5655,-117.5207
34.03,53.5279,-116.9329
34.04,52.002,-116.3562
34.05,50.4761,-115.7959
34.06,49.6826,-115.263
34.07,49.3775,-114.7357
34.08,49.2554,-114.2138
34.09,49.1333,-113.692
34.1,49.3164,-113.1756
34.11,49.1333,-112.6428
34.12,49.4995,-112.1154
34.13,50.5982,-111.5881
34.14,51.6968,-111.0388
34.15,52.7954,-110.484
34.16,54.9317,-109.9456
34.17,58.2276,-109.3963
34.18,61.1573,-108.8086
34.19,63.4766,-108.1768
34.2,64.7583,-107.5232
34.21,64.5142,-106.8585
34.22,63.0493,-106.1938
34.23,60.73,-105.5401
34.24,58.0445,-104.9084
34.25,55.6031,-104.2987
34.26,53.3448,-103.7164
34.27,51.5137,-103.1561
34.28,49.9878,-102.6178
34.29,48.645,-102.0904
34.3,47.4243,-101.5741
34.31,46.5088,-101.0687
34.32,45.4712,-100.5688
34.33,44.3726,-100.0854
34.34,43.2129,-99.624
34.35,42.1143,-99.179
34.36,41.0157,-98.7396
34.37,40.5274,-98.3166
34.38,40.7105,-97.8991
34.39,41.9312,-97.4762
34.4,43.5181,-97.0312
34.41,44.9219,-96.5643
34.42,46.2036,-96.0919
34.43,47.2412,-95.614
34.44,48.2178,-95.1361
34.45,49.4995,-94.6582
34.46,51.0865,-94.1693
34.47,52.9175,-93.6639
34.48,54.6265,-93.1256
34.49,56.5186,-92.5653
34.5,58.5327,-91.9885
34.51,60.4248,-91.3897
34.52,61.8897,-90.769
34.53,62.6221,-90.1263
34.54,62.6221,-89.4671
34.55,61.7066,-88.8079
34.56,60.2417,-88.1488
34.57,58.4107,-87.5006
34.58,56.9458,-86.8689
34.59,56.7017,-86.2646
34.6,57.0679,-85.6604
34.61,57.4951,-85.0396
34.62,57.4951,-84.4024
34.63,57.8003,-83.7707
34.64,57.312,-83.1335
34.65,56.4575,-82.4963
34.66,56.1524,-81.8701
34.67,57.1289,-81.2823
34.68,59.6924,-80.7055
34.69,63.7818,-80.0958
34.7,68.7256,-79.4531
34.71,73.4253,-78.7445
34.72,77.3316,-77.9864
34.73,79.773,-77.1844
34.74,80.5664,-76.3659
34.75,80.8716,-75.5365
34.76,80.5054,-74.7125
34.77,79.2237,-73.883
34.78,76.9654,-73.0535
34.79,74.4019,-72.2351
34.8,71.7163,-71.4495
34.81,69.7022,-70.7025
34.82,68.7256,-69.9719
34.83,68.5425,-69.2633
34.84,68.6035,-68.5601
34.85,68.3594,-67.846
34.86,67.2608,-67.1319
34.87,65.6128,-66.4233
34.88,64.148,-65.7367
34.89,62.1949,-65.0665
34.9,61.3404,-64.3798
34.91,61.8286,-63.7591
34.92,62.5611,-63.1604
34.93,63.7207,-62.5286
34.94,64.209,-61.8805
34.95,63.5376,-61.2213
34.96,61.9507,-60.5676
34.97,60.5469,-59.9414
34.98,59.9366,-59.3426
34.99,60.1197,-58.7603
35,60.9131,-58.1726
35.01,61.5235,-57.5738
35.02,61.4014,-56.9641
35.03,60.3638,-56.3433
35.04,58.6548,-55.7281
35.05,57.6172,-55.1403
35.06,56.5796,-54.5855
35.07,56.0913,-54.0582
35.08,56.7017,-53.5254
35.09,57.5562,-52.9925
35.1,58.0445,-52.4487
35.11,57.6783,-51.8884
35.12,56.5796,-51.3391
35.13,55.0537,-50.8007
35.14,54.0161,-50.2899
35.15,53.2227,-49.801
35.16,52.3072,-49.3121
35.17,50.5982,-48.8342
35.18,48.0347,-48.3618
35.19,44.9829,-47.9113
35.2,42.0533,-47.4829
35.21,39.795,-47.0929
35.22,38.8184,-46.7358
35.23,38.8794,-46.3952
35.24,39.0625,-46.0492
35.25,38.6353,-45.6976
35.26,37.3535,-45.3405
35.27,35.1563,-44.9945
35.28,32.7149,-44.6759
35.29,30.8228,-44.3902
35.3,29.48,-44.132
35.31,28.6866,-43.8794
35.32,27.8321,-43.6267
35.33,26.7334,-43.3795
35.34,25.2075,-43.1378
35.35,23.4986,-42.9181
35.36,22.1558,-42.7093
35.37,21.6675,-42.5116
35.38,22.2168,-42.3193
35.39,23.7427,-42.127
35.4,25.5738,-41.9183
35.41,26.8555,-41.6876
35.42,26.9165,-41.4459
35.43,25.8179,-41.1987
35.44,24.231,-40.9625
35.45,22.6441,-40.7428
35.46,21.6065,-40.534
35.47,21.4234,-40.3253
35.48,21.9727,-40.111
35.49,23.0103,-39.8803
35.5,24.231,-39.6331
35.51,25.3907,-39.3585
35.52,26.7334,-39.0564
35.53,28.6866,-38.7487
35.54,31.4942,-38.4356
35.55,35.0952,-38.0951
35.56,39.0015,-37.7215
35.57,42.3584,-37.3095
35.58,44.6167,-36.8701
35.59,46.0205,-36.3977
35.6,46.5699,-35.9143
35.61,46.814,-35.4199
35.62,47.0581,-34.92
35.63,47.7295,-34.4146
35.64,49.0113,-33.9038
35.65,50.7813,-33.3764
35.66,52.4292,-32.8326
35.67,53.711,-32.2723
35.68,54.5655,-31.701
35.69,55.2368,-31.1297
35.7,55.6641,-30.5584
35.71,55.9082,-29.9926
35.72,56.0913,-29.4268
35.73,56.1524,-28.872
35.74,56.2134,-28.3117
35.75,56.0913,-27.7569
35.76,55.8472,-27.2021
35.77,55.481,-26.6583
35.78,54.9317,-26.1254
35.79,54.0161,-25.5871
35.8,53.1006,-25.0598
35.81,52.4292,-24.5324
35.82,52.063,-24.0161
35.83,51.7578,-23.5052
35.84,51.3306,-22.9998
35.85,50.7202,-22.5055
35.86,49.5606,-22.0056
35.87,48.4009,-21.5167
35.88,47.6075,-21.0388
35.89,47.4243,-20.5719
35.9,47.4854,-20.1049
35.91,47.5464,-19.638
35.92,47.3633,-19.1766
35.93,46.6309,-18.7152
35.94,45.2881,-18.2647
35.95,43.7622,-17.8253
35.96,42.2974,-17.4023
35.97,41.3208,-16.9958
35.98,40.8325,-16.6113
35.99,40.8936,-16.2268
36,41.0157,-15.8422
36.01,41.0767,-15.4632
36.02,41.0157,-15.0842
36.03,41.1377,-14.6997
36.04,41.3819,-14.3151
36.05,41.9922,-13.9306
36.06,43.1519,-13.5406
36.07,44.0674,-13.1396
36.08,44.4336,-12.7276
36.09,43.9453,-12.3046
36.1,42.1753,-11.8817
36.11,39.6118,-11.4752
36.12,36.4991,-11.0907
36.13,33.6914,-10.7391
36.14,31.6773,-10.426
36.15,30.5786,-10.1403
36.16,30.2735,-9.8767
36.17,30.4566,-9.624
36.18,30.5176,-9.3823
36.19,30.3955,-9.1461
36.2,29.7852,-8.9099
36.21,28.6866,-8.6847
36.22,27.2827,-8.4594
36.23,25.6958,-8.2452
36.24,23.9868,-8.042
36.25,22.1558,-7.8552
36.26,20.0806,-7.6794
36.27,17.6392,-7.5146
36.28,14.8926,-7.3663
36.29,12.2681,-7.2454
36.3,9.8877,-7.1466
36.31,8.1177,-7.0752
36.32,6.6529,-7.0312
36.33,5.2491,-6.9983
36.34,3.6621,-6.9708
36.35,2.0142,-6.9598
36.36,0.4273,-6.9543
36.37,-1.1596,-6.9598
36.38,-2.4414,-6.9818
36.39,-3.3569,-7.0037
36.4,-3.9673,-7.0367
36.41,-4.4555,-7.0752
36.42,-4.8828,-7.1136
36.43,-5.188,-7.1576
36.44,-5.31,-7.2015
36.45,-5.188,-7.2509
36.46,-4.7607,-7.3004
36.47,-3.9673,-7.3443
36.48,-3.1128,-7.3773
36.49,-2.3803,-7.3993
36.5,-1.9531,-7.4102
36.51,-1.831,-7.4047
36.52,-1.709,-7.4047
36.53,-1.709,-7.3993
36.54,-1.831,-7.3993
36.55,-2.0752,-7.3993
36.56,-2.3803,-7.3993
36.57,-2.5634,-7.4047
36.58,-2.6245,-7.4157
36.59,-2.5024,-7.4267
36.6,-2.3803,-7.4322
36.61,-2.3193,-7.4432
36.62,-2.0752,-7.4542
36.63,-1.709,-7.4597
36.64,-1.4038,-7.4597
36.65,-0.9765,-7.4597
36.66,-0.4883,-7.4487
36.67,0.2442,-7.4432
36.68,1.2207,-7.4267
36.69,2.1363,-7.4047
36.7,3.1128,-7.3773
36.71,4.0894,-7.3333
36.72,4.7608,-7.2839
36.73,5.4932,-7.2345
36.74,6.1035,-7.174
36.75,6.5308,-7.1191
36.76,6.6529,-7.0532
36.77,6.2256,-6.9818
36.78,5.5542,-6.9104
36.79,4.7608,-6.8444
36.8,4.0894,-6.784
36.81,3.418,-6.7346
36.82,2.9297,-6.6961
36.83,2.5635,-6.6577
36.84,2.2583,-6.6247
36.85,2.0752,-6.5918
36.86,2.0752,-6.5643
36.87,2.1973,-6.5368
36.88,2.6245,-6.5094
36.89,3.1739,-6.4764
36.9,3.9673,-6.4379
36.91,5.0049,-6.3885
36.92,6.1646,-6.3336
36.93,7.2632,-6.2622
36.94,8.1177,-6.1798
36.95,8.7281,-6.0919
