RECTIME,RANGVX,RANGX
9.18,28.5034,-152.0562
9.19,29.48,-151.7816
9.2,30.5176,-151.5014
9.21,31.4942,-151.2103
9.22,32.3487,-150.9082
9.23,33.0811,-150.5951
9.24,33.8745,-150.2819
9.25,35.1563,-149.9633
9.26,36.438,-149.6228
9.27,37.7198,-149.2657
9.28,38.9405,-148.8977
9.29,39.856,-148.5186
9.3,40.7715,-148.1286
9.31,41.3819,-147.7276
9.32,41.4429,-147.3211
9.33,41.7481,-146.9146
9.34,41.7481,-146.5026
9.35,41.5039,-146.0852
9.36,41.0157,-145.6622
9.37,40.2222,-145.2502
9.38,39.3677,-144.8492
9.39,38.6353,-144.4647
9.4,38.3301,-144.0911
9.41,38.147,-143.7176
9.42,38.147,-143.3496
9.43,38.3911,-142.976
9.44,38.9405,-142.6025
9.45,39.6729,-142.229
9.46,40.7105,-141.8554
9.47,41.687,-141.4654
9.48,41.687,-141.0699
9.49,43.0909,-140.6744
9.5,44.4336,-140.2624
9.51,45.7154,-139.8339
9.52,46.9361,-139.389
9.53,48.1568,-138.9221
9.54,49.1333,-138.4277
9.55,49.6216,-137.9058
9.56,49.4995,-137.3785
9.57,49.1333,-136.8512
9.58,48.0957,-136.3293
9.59,46.6309,-135.8239
9.6,45.4712,-135.335
9.61,45.166,-134.8626
9.62,45.6543,-134.3847
9.63,46.2036,-133.9013
9.64,47.1192,-133.4124
9.65,48.8282,-132.9235
9.66,50.9644,-132.4182
9.67,53.1006,-131.8908
9.68,54.7486,-131.3415
9.69,56.3355,-130.7702
9.7,57.6172,-130.1825
9.71,58.8379,-129.5837
9.72,60.4859,-128.974
9.73,62.0728,-128.3313
9.74,63.2325,-127.6611
9.75,64.209,-126.9744
9.76,64.4532,-126.2768
9.77,63.4766,-125.5737
9.78,62.439,-124.887
9.79,62.0728,-124.2169
9.8,62.3169,-123.5522
9.81,63.2935,-122.8765
9.82,64.5752,-122.1899
9.83,65.7959,-121.4978
9.84,67.0777,-120.8001
9.85,68.1153,-120.0915
9.86,69.0918,-119.3774
9.87,70.3125,-118.6523
9.88,72.0215,-117.9217
9.89,73.8526,-117.1691
9.9,75.0733,-116.3946
9.91,76.1109,-115.6036
9.92,76.7212,-114.7961
9.93,77.0874,-113.9886
9.94,77.3316,-113.1701
9.95,76.7823,-112.3462
9.96,75.1953,-111.5277
9.97,72.5098,-110.7202
9.98,69.2139,-109.9456
9.99,65.5518,-109.1986
10,61.5845,-108.4845
10.01,57.0679,-107.7978
10.02,53.1006,-107.1496
10.03,50.1709,-106.5509
10.04,48.584,-105.9796
10.05,47.8516,-105.4248
10.06,47.4243,-104.8754
10.07,47.3633,-104.3371
10.08,47.9126,-103.8153
10.09,49.3775,-103.2989
10.1,51.2696,-102.7716
10.11,53.1006,-102.2168
10.12,54.1992,-101.64
10.13,54.6265,-101.0577
10.14,54.7486,-100.4754
10.15,53.9551,-99.8877
10.16,53.0396,-99.3109
10.17,52.4292,-98.7506
10.18,52.6123,-98.2013
10.19,53.5889,-97.6519
10.2,55.1758,-97.0861
10.21,57.19,-96.4984
10.22,58.5327,-95.8886
10.23,59.6314,-95.2569
10.24,60.791,-94.6142
10.25,61.5845,-93.9495
10.26,62.1338,-93.2739
10.27,62.439,-92.5872
10.28,62.9883,-91.9061
10.29,64.0869,-91.2414
10.3,65.6739,-90.5767
10.31,67.1997,-89.8956
10.32,67.9322,-89.1925
10.33,67.688,-88.4729
10.34,66.5284,-87.7423
10.35,64.0869,-87.0227
10.36,61.2183,-86.3305
10.37,59.6314,-85.6768
10.38,59.2652,-85.0616
10.39,60.8521,-84.4574
10.4,64.0259,-83.8421
10.41,67.3218,-83.1884
10.42,68.5425,-82.4688
10.43,67.5049,-81.7108
10.44,64.6973,-80.9417
10.45,61.5845,-80.1892
10.46,60.8521,-79.497
10.47,63.0493,-78.8488
10.48,68.0542,-78.2061
10.49,74.2798,-77.503
10.5,79.2847,-76.7065
10.51,81.604,-75.8221
10.52,80.9937,-74.8828
10.53,79.773,-73.9544
10.54,80.2613,-73.0755
10.55,84.961,-72.2955
10.56,91.7359,-71.4825
10.57,98.8159,-70.5651
10.58,103.8208,-69.5434
10.59,105.4077,-68.4448
10.6,103.9429,-67.3242
10.61,101.6846,-66.2475
10.62,99.7925,-65.2093
10.63,98.6328,-64.1986
10.64,97.7173,-63.1988
10.65,96.3135,-62.1936
10.66,93.75,-61.1938
10.67,90.271,-60.205
10.68,85.3882,-59.2657
10.69,81.2989,-58.3868
10.7,78.5523,-57.5573
10.71,76.7823,-56.7663
10.72,74.524,-56.0028
10.73,70.8008,-55.2502
10.74,65.2466,-54.5251
10.75,59.4483,-53.8549
10.76,55.2979,-53.2562
10.77,54.2603,-52.7453
10.78,55.2979,-52.2564
10.79,56.8848,-51.7511
10.8,57.4341,-51.2402
10.81,56.1524,-50.7238
10.82,52.2461,-50.2185
10.83,46.5699,-49.7406
10.84,40.4663,-49.3066
10.85,35.1563,-48.9331
10.86,31.5552,-48.609
10.87,30.2124,-48.3233
10.88,31.0669,-48.0651
10.89,32.5928,-47.796
10.9,33.2642,-47.5103
10.91,32.1656,-47.2082
10.92,29.541,-46.9116
10.93,25.8179,-46.6479
10.94,21.9117,-46.4172
10.95,19.2871,-46.2249
10.96,18.3106,-46.0546
10.97,18.4326,-45.8953
10.98,18.6768,-45.736
10.99,18.0664,-45.5767
11,16.3575,-45.4174
11.01,13.9771,-45.2636
11.02,11.3526,-45.1263
11.03,9.3384,-45.0109
11.04,8.3008,-44.9121
11.05,8.667,-44.8297
11.06,10.0098,-44.7528
11.07,11.2915,-44.6649
11.08,12.024,-44.566
11.09,11.9629,-44.4506
11.1,11.1084,-44.3353
11.11,10.315,-44.2199
11.12,10.1319,-44.0991
11.13,10.6812,-43.9892
11.14,12.146,-43.8848
11.15,12.8174,-43.7585
11.16,14.0381,-43.5662
11.17,16.0523,-43.4344
11.18,17.9444,-43.3136
11.19,18.6768,-43.1433
11.2,19.1651,-42.962
11.21,18.982,-42.7697
11.22,18.4937,-42.561
11.23,18.1885,-42.3632
11.24,18.1885,-42.1765
11.25,18.4937,-41.9897
11.26,18.7989,-41.8029
11.27,18.982,-41.6162
11.28,18.8599,-41.4239
11.29,18.5547,-41.2262
11.3,18.4326,-41.0339
11.31,18.4937,-40.8361
11.32,18.9209,-40.6384
11.33,19.5923,-40.4296
11.34,20.6299,-40.2264
11.35,21.6675,-40.0122
11.36,22.7051,-39.7869
11.37,23.6206,-39.5507
11.38,24.5362,-39.3035
11.39,25.1465,-39.0399
11.4,25.2075,-38.7652
11.41,24.9634,-38.4796
11.42,24.7803,-38.1884
11.43,25.1465,-37.9028
11.44,26.3672,-37.6226
11.45,28.3814,-37.3425
11.46,30.5786,-37.0404
11.47,32.6538,-36.7163
11.48,34.1797,-36.3702
11.49,35.2173,-36.0022
11.5,35.5225,-35.6121
11.51,35.2784,-35.2111
11.52,34.9732,-34.7992
11.53,35.0342,-34.3872
11.54,35.1563,-33.9752
11.55,32.959,-33.5467
11.56,29.0528,-33.1622
11.57,25.5738,-32.8216
11.58,25.5127,-32.514
11.59,29.541,-32.2009
11.6,34.7901,-31.8438
11.61,41.1988,-31.4209
11.62,47.1192,-30.9265
11.63,51.6968,-30.3717
11.64,54.5655,-29.7729
11.65,55.6031,-29.1412
11.66,56.3355,-28.504
11.67,57.8614,-27.8778
11.68,60.3028,-27.257
11.69,63.8428,-26.6253
11.7,67.7491,-25.9826
11.71,71.6553,-25.318
11.72,74.646,-24.6313
11.73,76.416,-23.9172
11.74,76.9043,-23.1976
11.75,76.294,-22.4725
11.76,74.8902,-21.7474
11.77,73.0591,-21.0443
11.78,70.5567,-20.3631
11.79,67.7491,-19.7094
11.8,64.5752,-19.0777
11.81,61.7066,-18.4735
11.82,59.3872,-17.9022
11.83,58.1665,-17.3529
11.84,57.9224,-16.809
11.85,58.4107,-16.2652
11.86,58.96,-15.7214
11.87,59.5703,-15.1721
11.88,60.1807,-14.6173
11.89,60.3028,-14.0515
11.9,60.1197,-13.4857
11.91,59.6924,-12.9199
11.92,59.021,-12.3651
11.93,58.0445,-11.8158
11.94,56.5186,-11.2719
11.95,54.6875,-10.7446
11.96,52.3072,-10.2282
11.97,49.3775,-9.7284
11.98,46.4478,-9.2559
11.99,44.0064,-8.811
12,41.9312,-8.377
12.01,41.9312,-7.9596
12.02,40.7105,-7.5531
12.03,40.6494,-7.1576
12.04,41.3208,-6.773
12.05,42.4805,-6.383
12.06,43.8233,-5.993
12.07,45.166,-5.592
12.08,45.8374,-5.1855
12.09,42.4805,-4.7955
12.1,30.5176,-4.4989
12.11,10.9864,-4.356
12.12,-7.6294,-4.3835
12.13,-18.9209,-4.5483
12.14,-19.8364,-4.768
12.15,-14.0991,-4.9713
12.16,-5.8593,-5.0921
12.17,3.479,-5.1416
12.18,12.024,-5.1086
12.19,18.3716,-5.0152
12.2,21.7285,-4.8669
12.21,22.2168,-4.7021
12.22,20.9351,-4.5318
12.23,17.8223,-4.3835
12.24,13.6109,-4.2572
12.25,8.0567,-4.1693
12.26,2.1973,-4.1253
12.27,-3.2348,-4.1143
12.28,-7.2632,-4.1473
12.29,-9.2163,-4.2077
12.3,-9.0332,-4.2791
12.31,-7.5073,-4.3451
12.32,-5.5542,-4.4
12.33,-3.9673,-4.4329
12.34,-3.1738,-4.4604
12.35,-3.0517,-4.4824
12.36,-3.0517,-4.5044
12.37,-3.1128,-4.5263
12.38,-2.6245,-4.5538
12.39,-1.831,-4.5813
12.4,-1.0986,-4.6032
12.41,-0.6103,-4.6142
12.42,-0.6103,-4.6087
12.43,-0.8545,-4.6032
12.44,-1.0376,-4.5977
12.45,-1.0986,-4.5868
12.46,-1.0986,-4.5813
12.47,-0.6714,-4.5758
12.48,-0.1831,-4.5593
12.49,0.6104,-4.5428
12.5,1.5259,-4.5153
12.51,2.5635,-4.4769
12.52,3.5401,-4.4275
12.53,4.2115,-4.3725
12.54,4.8218,-4.3176
12.55,5.3711,-4.2736
12.56,5.5542,-4.2242
12.57,5.188,-4.1803
12.58,4.5166,-4.1363
12.59,3.6011,-4.0924
12.6,3.0518,-4.0649
12.61,2.9908,-4.0429
12.62,3.2349,-4.0264
12.63,3.6621,-4.01
12.64,4.2115,-3.9935
12.65,4.6997,-3.9715
12.66,5.0049,-3.9386
12.67,5.188,-3.8946
12.68,5.3101,-3.8507
12.69,5.5542,-3.8012
12.7,5.8594,-3.7463
12.71,6.4087,-3.6749
12.72,7.1411,-3.6035
12.73,7.9956,-3.5211
12.74,8.7891,-3.4332
12.75,10.1319,-3.3398
12.76,11.2915,-3.2354
12.77,12.5122,-3.1201
12.78,13.9771,-2.9882
12.79,15.9302,-2.8454
12.8,18.0054,-2.6861
12.81,20.0806,-2.5103
12.82,21.7285,-2.3071
12.83,22.0337,-2.0764
12.84,21.2403,-1.8457
12.85,19.2261,-1.6095
12.86,16.4795,-1.4007
12.87,13.3667,-1.2139
12.88,10.4981,-1.0656
12.89,8.1177,-0.9448
12.9,6.2256,-0.8514
12.91,5.0659,-0.78
12.92,4.2115,-0.7196
12.93,3.6011,-0.6646
12.94,3.1739,-0.6207
12.95,2.7466,-0.5767
12.96,2.0142,-0.5383
12.97,1.2818,-0.5053
12.98,0.6104,-0.4779
12.99,0.1221,-0.4614
13,-0.1831,-0.4504
13.01,-0.1831,-0.4449
13.02,0.1221,-0.4449
13.03,0.5493,-0.4394
13.04,1.0376,-0.4339
13.05,1.4038,-0.4284
13.06,1.648,-0.4119
13.07,1.8921,-0.401
13.08,1.8921,-0.379
13.09,1.5869,-0.357
13.1,0.9766,-0.3296
13.11,0.3052,-0.3131
13.12,-0.122,-0.3021
13.13,-0.5493,-0.2966
13.14,-0.6103,-0.2966
13.15,-0.1831,-0.2966
13.16,0.3052,-0.2966
13.17,0.9766,-0.2856
13.18,1.5869,-0.2746
13.19,2.3804,-0.2581
13.2,3.1128,-0.2307
13.21,3.2349,-0.1922
13.22,2.9908,-0.1483
13.23,2.6856,-0.1098
13.24,2.5025,-0.0769
13.25,2.3194,-0.0494
13.26,2.1363,-0.0164
13.27,1.8311,0.0055
13.28,1.4649,0.0275
13.29,1.2207,0.044
13.3,1.2207,0.0605
13.31,1.2207,0.0715
13.32,1.2818,0.0879
13.33,1.2207,0.0989
13.34,1.2207,0.1099
13.35,1.5259,0.1209
13.36,1.77,0.1374
13.37,1.8311,0.1538
13.38,1.648,0.1703
13.39,1.4038,0.1813
13.4,1.1597,0.1923
13.41,0.8545,0.1978
13.42,0.4883,0.2033
13.43,0.2442,0.2088
13.44,0.0611,0.2143
13.45,-0.4883,0.2143
13.46,-0.9765,0.2143
13.47,-1.0986,0.2088
13.48,-1.0376,0.1978
13.49,-0.7324,0.1978
13.5,-0.3662,0.1978
13.51,-0.061,0.1978
13.52,0,0.2033
13.53,0.1221,0.2033
13.54,0.1221,0.2088
13.55,-0.122,0.2088
13.56,-0.4272,0.2088
13.57,-0.6714,0.2088
13.58,-0.7934,0.1978
13.59,-0.6103,0.1923
13.6,-0.4883,0.1868
13.61,-0.5493,0.1813
13.62,-0.6103,0.1758
13.63,-0.6714,0.1703
13.64,-0.5493,0.1648
13.65,-0.061,0.1593
13.66,0.2442,0.1538
13.67,0.3052,0.1648
13.68,0.3052,0.1703
13.69,0.1221,0.1813
13.7,-0.1831,0.1868
13.71,-0.3662,0.1923
13.72,-0.4883,0.1923
13.73,-0.4272,0.1923
13.74,-0.1831,0.1923
13.75,0.3052,0.1923
13.76,0.8545,0.1923
13.77,1.2818,0.1923
13.78,1.5869,0.2033
13.79,1.4038,0.2198
13.8,1.1597,0.2308
13.81,1.2207,0.2417
13.82,1.0376,0.2472
13.83,0.9766,0.2582
13.84,1.1597,0.2637
13.85,1.648,0.2747
13.86,1.8921,0.2912
13.87,2.1363,0.3022
13.88,2.3194,0.3186
13.89,2.5025,0.3351
13.9,2.5635,0.3571
13.91,2.6856,0.3736
13.92,2.4414,0.3955
13.93,2.1973,0.4175
13.94,2.0752,0.434
13.95,2.1363,0.456
13.96,2.0142,0.4779
13.97,1.9532,0.4944
13.98,1.8311,0.5109
13.99,1.77,0.5219
14,1.648,0.5439
14.01,1.2818,0.5603
14.02,0.9766,0.5713
14.03,0.7935,0.5823
14.04,0.4883,0.5933
14.05,0.3662,0.5988
14.06,0.2442,0.6043
14.07,0.1831,0.6098
14.08,0.1221,0.6098
14.09,0.1831,0.6098
14.1,0.2442,0.6153
14.11,0.0611,0.6153
14.12,0.1831,0.6208
14.13,0.3052,0.6263
14.14,0.3662,0.6318
14.15,0.3052,0.6482
14.16,0.2442,0.6592
14.17,0.1831,0.6647
14.18,0.1221,0.6702
14.19,0.0611,0.6757
14.2,0.0611,0.6812
14.21,0,0.6867
14.22,-0.061,0.6977
14.23,0.1221,0.6977
14.24,0.5493,0.7032
14.25,0.9156,0.7142
14.26,1.4038,0.7251
14.27,1.709,0.7416
14.28,1.8921,0.7581
14.29,2.0142,0.7801
14.3,2.0752,0.7965
14.31,2.1973,0.813
14.32,2.3194,0.835
14.33,2.4414,0.857
14.34,2.5635,0.8844
14.35,2.8076,0.9064
14.36,2.9908,0.9339
14.37,3.1739,0.9613
14.38,3.1128,0.9888
14.39,2.8687,1.0218
14.4,2.3804,1.0492
14.41,1.9532,1.0767
14.42,1.5869,1.0932
14.43,1.3428,1.1097
14.44,1.1597,1.1261
14.45,1.0376,1.1316
14.46,1.0376,1.1426
14.47,1.0376,1.1481
14.48,1.3428,1.1536
14.49,1.648,1.1646
14.5,1.648,1.1811
14.51,1.4649,1.1975
14.52,1.0376,1.214
14.53,0.3052,1.225
14.54,0.3052,1.236
14.55,-0.4883,1.247
14.56,-0.7324,1.247
14.57,-0.6103,1.2415
14.58,-0.1831,1.236
14.59,0.6104,1.236
14.6,1.648,1.236
14.61,1.8311,1.2415
14.62,1.0376,1.2635
14.63,0.4273,1.2854
14.64,0.2442,1.2964
14.65,0.6104,1.3074
14.66,1.5259,1.3239
14.67,2.4414,1.3514
14.68,3.1128,1.3788
14.69,3.418,1.4118
14.7,2.9297,1.4447
14.71,1.9532,1.4722
14.72,1.0376,1.4887
14.73,0.3662,1.4997
14.74,-0.122,1.4997
14.75,-0.122,1.4997
14.76,0.1831,1.4997
14.77,0.7935,1.4997
14.78,1.4038,1.4997
14.79,1.5259,1.5107
14.8,0.7935,1.5271
14.81,-0.4272,1.5381
14.82,-1.5869,1.5326
14.83,-2.5024,1.5162
14.84,-3.2348,1.4942
14.85,-3.54,1.4667
14.86,-3.6621,1.4338
14.87,-3.9062,1.3953
14.88,-4.2114,1.3514
14.89,-4.2114,1.3019
14.9,-3.479,1.247
14.91,-2.3193,1.203
14.92,-0.7324,1.1591
14.93,1.2818,1.1261
14.94,3.7232,1.1042
14.95,5.9204,1.1042
14.96,7.5684,1.1206
14.97,8.545,1.1536
14.98,8.9722,1.1866
14.99,8.667,1.2195
15,8.3618,1.2415
15.01,8.0567,1.2415
15.02,6.6529,1.214
15.03,4.0894,1.1646
15.04,0.1831,1.0767
15.05,-5.6762,0.9559
15.06,-12.6342,0.7856
15.07,-19.4702,0.5439
15.08,-26.4892,0.2417
15.09,-33.2031,-0.1208
15.1,-39.1845,-0.5438
15.11,-44.4336,-1.0107
15.12,-48.8281,-1.5271
15.13,-51.8799,-2.0874
15.14,-54.3213,-2.6696
15.15,-56.7016,-3.2849
15.16,-58.5327,-3.9331
15.17,-60.3027,-4.6032
15.18,-62.622,-5.2899
15.19,-65.6738,-5.9875
15.2,-68.9697,-6.7126
15.21,-72.2046,-7.4597
15.22,-75.3784,-8.2232
15.23,-78.0639,-9.0033
15.24,-79.6508,-9.7998
15.25,-80.3222,-10.5908
15.26,-80.2612,-11.3818
15.27,-79.5898,-12.1563
15.28,-78.8574,-12.9089
15.29,-78.0029,-13.634
15.3,-76.9043,-14.3371
15.31,-75.5615,-15.0128
15.32,-73.4253,-15.6665
15.33,-70.1904,-16.2982
15.34,-66.5283,-16.9024
15.35,-63.1103,-17.4737
15.36,-60.1806,-18.0066
15.37,-57.373,-18.5229
15.38,-54.2602,-19.0118
15.39,-50.7812,-19.4897
15.4,-46.6308,-19.9566
15.41,-42.4804,-20.3906
15.42,-38.8794,-20.7971
15.43,-35.7055,-21.1816
15.44,-34.1797,-21.5277
15.45,-34.3017,-21.8628
15.46,-35.0952,-22.1923
15.47,-35.6445,-22.5274
15.48,-35.8276,-22.868
15.49,-35.3393,-23.2141
15.5,-33.5693,-23.5656
15.51,-31.4941,-23.9007
15.52,-30.0903,-24.2193
15.53,-29.2358,-24.5379
15.54,-28.5034,-24.8565
15.55,-28.0151,-25.1696
15.56,-27.2827,-25.4773
15.57,-26.062,-25.7849
15.58,-25.5737,-26.0705
15.59,-26.2451,-26.3452
15.6,-27.4048,-26.6253
15.61,-28.6255,-26.9275
15.62,-29.2968,-27.2515
15.63,-31.1889,-27.5921
15.64,-34.6069,-27.9492
15.65,-38.5132,-28.3502
15.66,-42.4194,-28.7896
15.67,-45.7763,-29.273
15.68,-48.2788,-29.7839
15.69,-49.9878,-30.3222
15.7,-50.9033,-30.877
15.71,-51.4526,-31.4318
15.72,-52.4902,-31.9921
15.73,-54.1992,-32.5579
15.74,-56.2133,-33.1347
15.75,-58.4106,-33.728
15.76,-61.0962,-34.3377
15.77,-63.5376,-34.9749
15.78,-65.0024,-35.6396
15.79,-65.3686,-36.3208
15.8,-65.5517,-37.0019
15.81,-65.7959,-37.6776
15.82,-65.7959,-38.3587
15.83,-65.5517,-39.0289
15.84,-65.3686,-39.6991
15.85,-65.2466,-40.3692
15.86,-65.6128,-41.0394
15.87,-66.4673,-41.7096
15.88,-67.1997,-42.3962
15.89,-67.2607,-43.0993
15.9,-65.2466,-43.8189
15.91,-61.3403,-44.5385
15.92,-58.8379,-45.2142
15.93,-59.9365,-45.8459
15.94,-64.7583,-46.4721
15.95,-71.289,-47.1258
15.96,-77.9419,-47.8399
15.97,-84.3506,-48.6035
15.98,-90.332,-49.4165
15.99,-95.8862,-50.2899
16,-101.0742,-51.2182
16.01,-105.1635,-52.207
16.02,-108.2153,-53.2397
16.03,-110.7788,-54.2999
16.04,-112.7929,-55.382
16.05,-113.7695,-56.4862
16.06,-113.7085,-57.6068
16.07,-112.915,-58.7274
16.08,-111.145,-59.8535
16.09,-109.6191,-60.9521
16.1,-108.5205,-62.0288
16.11,-107.9101,-63.0944
16.12,-107.2998,-64.1491
16.13,-106.2622,-65.1983
16.14,-104.9804,-66.2365
16.15,-103.5156,-67.2528
16.16,-101.8066,-68.258
16.17,-99.7314,-69.2523
16.18,-97.1069,-70.2246
16.19,-94.4824,-71.1804
16.2,-91.98,-72.1032
16.21,-89.9658,-72.9986
16.22,-88.5009,-73.8775
16.23,-86.0595,-74.7509
16.24,-83.1299,-75.6024
16.25,-80.7495,-76.4209
16.26,-78.5522,-77.2174
16.27,-76.416,-77.9919
16.28,-74.2187,-78.7555
16.29,-72.0215,-79.497
16.3,-70.3735,-80.2111
16.31,-69.2138,-80.9088
16.32,-67.6269,-81.6064
16.33,-65.1855,-82.2931
16.34,-63.1714,-82.9467
16.35,-62.7441,-83.562
16.36,-64.0869,-84.1662
16.37,-65.7959,-84.7815
16.38,-67.3217,-85.4187
16.39,-68.6645,-86.0559
16.4,-70.9228,-86.6986
16.41,-75.1342,-87.3358
16.42,-80.5664,-88.0114
16.43,-85.3882,-88.753
16.44,-87.8296,-89.566
16.45,-87.7685,-90.4284
16.46,-86.3037,-91.3018
16.47,-84.4116,-92.1643
16.48,-82.3974,-93.0102
16.49,-80.2002,-93.8397
16.5,-77.6367,-94.6582
16.51,-75.2563,-95.4547
16.52,-73.2422,-96.2347
16.53,-71.9604,-96.9873
16.54,-71.167,-97.7343
16.55,-70.5566,-98.4649
16.56,-69.9463,-99.1845
16.57,-69.1528,-99.8986
16.58,-67.9931,-100.5963
16.59,-68.0542,-101.2664
16.6,-68.6035,-101.9476
16.61,-68.2983,-102.6342
16.62,-67.4438,-103.3319
16.63,-66.2231,-104.024
16.64,-64.1479,-104.7107
16.65,-62.622,-105.3588
16.66,-62.5,-105.9796
16.67,-62.3779,-106.6058
16.68,-60.73,-107.232
16.69,-60.3027,-107.8308
16.7,-62.0727,-108.413
16.71,-64.6362,-109.0173
16.72,-66.4062,-109.6545
16.73,-67.4438,-110.3137
16.74,-67.9321,-110.9893
16.75,-67.3828,-111.665
16.76,-66.7114,-112.3352
16.77,-66.5893,-112.9998
16.78,-66.4673,-113.6645
16.79,-67.1386,-114.3292
16.8,-68.7256,-114.9994
16.81,-71.6552,-115.6915
16.82,-74.4629,-116.4276
16.83,-76.8432,-117.2021
16.84,-79.1626,-118.0096
16.85,-80.5664,-118.8501
16.86,-80.5664,-119.7015
16.87,-79.2846,-120.5474
16.88,-78.4301,-121.3714
16.89,-77.3315,-122.1734
16.9,-75.5615,-122.9644
16.91,-73.1201,-123.7445
16.92,-69.9463,-124.508
16.93,-65.9179,-125.2441
16.94,-62.3779,-125.9417
16.95,-59.8755,-126.5954
16.96,-57.4951,-127.2271
16.97,-56.2744,-127.8314
16.98,-56.3965,-128.4191
16.99,-56.5796,-129.0124
17,-56.2744,-129.6057
17.01,-56.0302,-130.2044
17.02,-55.3589,-130.7977
17.03,-53.5888,-131.3855
17.04,-52.3071,-131.9458
17.05,-52.3681,-132.4841
17.06,-52.4292,-133.0169
17.07,-52.124,-133.5553
17.08,-52.124,-134.0936
17.09,-51.8188,-134.6319
17.1,-50.5371,-135.1757
17.11,-48.5229,-135.7086
17.12,-47.3022,-136.2249
17.13,-46.8139,-136.7303
17.14,-47.4243,-137.2302
17.15,-49.5605,-137.741
17.16,-51.2695,-138.2849
17.17,-51.1474,-138.8617
17.18,-50.7812,-139.4329
17.19,-50.7202,-139.9987
17.2,-50.415,-140.5535
17.21,-50.415,-141.1084
17.22,-50.354,-141.6577
17.23,-50.1098,-142.2125
17.24,-49.9267,-142.7618
17.25,-50.0488,-143.3111
17.26,-49.8657,-143.8769
17.27,-48.8281,-144.4372
17.28,-48.0346,-144.992
17.29,-47.2412,-145.5304
17.3,-46.2036,-146.0632
17.31,-45.4712,-146.585
17.32,-44.9218,-147.0959
17.33,-44.3115,-147.6068
17.34,-42.7246,-148.1176
17.35,-40.5273,-148.612
17.36,-37.7197,-149.0789
17.37,-35.0342,-149.5074
17.38,-32.5927,-149.8974
17.39,-30.3955,-150.2655
17.4,-28.8086,-150.6005
17.41,-27.9541,-150.9301
17.42,-26.9775,-151.2597
17.43,-25.6347,-151.5783
17.44,-24.6582,-151.875
17.45,-24.1089,-152.1606
17.46,-23.8037,-152.4298
17.47,-23.3764,-152.6934
17.48,-22.8882,-152.9516
17.49,-22.583,-153.2098
17.5,-22.2778,-153.457
17.51,-21.8506,-153.6932
17.52,-20.874,-153.9239
17.53,-19.4702,-154.1381
17.54,-18.0664,-154.3359
17.55,-17.2119,-154.5062
17.56,-17.1508,-154.6655
17.57,-17.456,-154.8193
17.58,-17.7612,-154.9841
17.59,-18.3105,-155.1489
17.6,-19.0429,-155.3192
17.61,-19.6533,-155.5004
17.62,-20.813,-155.6817
17.63,-22.3999,-155.874
17.64,-23.6816,-156.0882
17.65,-24.5971,-156.3134
17.66,-25.6958,-156.5496
17.67,-26.3061,-156.7968
17.68,-27.1606,-157.044
17.69,-28.6255,-157.2967
17.7,-30.5786,-157.5769
17.71,-32.1655,-157.8735
17.72,-32.4096,-158.1976
17.73,-33.7524,-158.5327
17.74,-36.3769,-158.8733
17.75,-38.269,-159.2468
17.76,-39.6728,-159.6588
17.77,-41.2597,-160.0927
17.78,-42.4194,-160.5432
17.79,-42.6025,-161.0156
17.8,-41.6259,-161.4825
17.81,-40.1001,-161.9384
17.82,-38.6963,-162.3724
17.83,-37.0483,-162.7954
17.84,-34.4238,-163.1964
17.85,-31.5551,-163.5699
17.86,-29.1137,-163.905
17.87,-26.9165,-164.2181
17.88,-24.7192,-164.5037
17.89,-23.0713,-164.7564
17.9,-21.4233,-164.9816
17.91,-19.7754,-165.1849
17.92,-18.7988,-165.3552
17.93,-18.7378,-165.5035
17.94,-19.226,-165.6463
17.95,-19.6533,-165.7891
17.96,-20.6909,-165.9375
17.97,-22.3999,-166.1023
17.98,-24.5971,-166.2945
17.99,-26.3672,-166.5307
18,-26.9775,-166.7889
18.01,-27.832,-167.0636
18.02,-28.5034,-167.3437
18.03,-28.4424,-167.6348
18.04,-27.893,-167.9205
18.05,-27.4658,-168.2006
18.06,-27.2217,-168.4698
18.07,-26.7944,-168.739
18.08,-26.3672,-169.0026
18.09,-25.6958,-169.2553
18.1,-24.7192,-169.5025
18.11,-23.4375,-169.7332
18.12,-21.8506,-169.953
18.13,-20.5688,-170.1617
18.14,-19.104,-170.3595
18.15,-17.7612,-170.5407
18.16,-17.2119,-170.7165
18.17,-17.8222,-170.8868
18.18,-18.9209,-171.0681
18.19,-20.5078,-171.2878
18.2,-22.705,-171.546
18.21,-23.8647,-171.8371
18.22,-24.1089,-172.1557
18.23,-23.9868,-172.4798
18.24,-23.2544,-172.7929
18.25,-22.3388,-173.1005
18.26,-21.1792,-173.3862
18.27,-19.104,-173.6554
18.28,-17.2119,-173.8971
18.29,-16.1133,-174.1113
18.3,-14.8925,-174.3145
18.31,-13.4277,-174.5013
18.32,-12.5732,-174.6661
18.33,-11.9629,-174.8254
18.34,-11.0473,-174.9792
18.35,-9.8877,-175.111
18.36,-9.0332,-175.2374
18.37,-8.5449,-175.3473
18.38,-7.5073,-175.4516
18.39,-5.9814,-175.5395
18.4,-4.4555,-175.6109
18.41,-2.9907,-175.6549
18.42,-1.831,-175.6713
18.43,-1.2817,-175.6659
18.44,-1.1596,-175.6604
18.45,-1.0986,-175.6659
18.46,-0.9765,-175.6823
