0.0611	0	0.235301136
0.2442	0	0.154283463
0.3662	0.0055	0.8265417
0.2442	0.0165	0.386257441
0	0.022	0.29359544
-0.1831	0.022	0.418559319
-0.3662	0.022	0.265884312
-0.4272	0.0165	0.600316583
-0.3662	0.011	0.197063705
-0.3051	0.011	0.921612132
-0.2441	0.0055	0.815320796
-0.2441	0	0.908527411
-0.3662	-0.0055	0.622057391
-0.4883	-0.0109	0.555840318
-0.7324	-0.0164	0.584926301
-1.0376	-0.0219	0.806440424
-1.0986	-0.0329	0.175589752
-1.1596	-0.0494	0.808115082
-1.0376	-0.0659	0.945112754
-0.6714	-0.0824	0.561634836
-0.2441	-0.0933	0.25532381
0.2442	-0.0988	0.315311089
0.5493	-0.1043	0.203118919
0.7935	-0.1043	0.747330435
0.7935	-0.0988	0.312530676
0.6714	-0.0933	0.335723828
0.4273	-0.0879	0.118032945
0.3662	-0.0824	0.464972868
0.3052	-0.0769	0.229230341
0.4273	-0.0769	0.516775639
0.4883	-0.0714	0.024641529
0.6104	-0.0714	0.089807049
0.7325	-0.0659	0.459203642
0.6104	-0.0604	0.379450775
0.4883	-0.0549	0.040501569
0.4273	-0.0494	0.804118147
0.3662	-0.0439	0.302290768
0.3662	-0.0439	0.011189442
0.4273	-0.0384	0.815981333
0.5493	-0.0384	0.144732592
0.7325	-0.0329	0.182368015
0.8545	-0.0274	0.56150947
0.8545	-0.0219	0.553620375
0.7935	-0.0164	0.284536597
0.7325	-0.0055	0.08162126
0.7935	0	0.268413611
0.8545	0.011	0.571008394
1.0376	0.0165	0.79218314
1.3428	0.0275	0.347211251
1.5869	0.0385	0.908679321
1.5259	0.0495	0.510485151
1.3428	0.0605	0.169822779
1.0987	0.0715	0.931151944
0.9766	0.0769	0.761416953
1.0376	0.0824	0.409314948
1.1597	0.0879	0.555607235
1.2818	0.0934	0.750200438
1.3428	0.1044	0.401821491
1.4649	0.1154	0.235590857
1.3428	0.1264	0.595879502
1.3428	0.1374	0.259782582
1.3428	0.1538	0.900831962
1.4038	0.1648	0.167975183
1.5259	0.1758	0.641377566
1.709	0.1868	0.524455977
1.8311	0.2033	0.296451627
1.8311	0.2198	0.85148495
1.77	0.2308	0.102443284
1.5869	0.2472	0.037138051
1.2818	0.2637	0.523771109
1.0376	0.2692	0.096881409
0.8545	0.2802	0.010142024
0.6714	0.2912	0.290303255
0.6104	0.2967	0.343276104
0.6714	0.3077	0.007825761
0.6104	0.3132	0.573362462
0.6104	0.3241	0.634580603
0.5493	0.3296	0.190809535
0.4883	0.3351	0.31781343
0.3662	0.3406	0.796380365
0.3052	0.3461	0.273658989
0.1831	0.3516	0.287597973
0	0.3571	0.798001751
-0.1831	0.3571	0.027033939
-0.4272	0.3516	0.339134189
-0.6103	0.3516	0.795040652
-0.7934	0.3461	0.957396922
-0.7934	0.3351	0.642572587
-0.7324	0.3296	0.864908211
-0.6103	0.3186	0.276498618
-0.5493	0.3132	0.898468052
-0.7934	0.3077	0.948404865
-0.8545	0.3022	0.137978133
-0.9155	0.2967	0.237110641
-0.9765	0.2912	0.114107262
-0.9765	0.2802	0.764385504
-0.8545	0.2692	0.340928204
-0.7934	0.2582	0.052701615
-0.7934	0.2582	0.215956699
-0.8545	0.2472	0.103945522
-0.9155	0.2417	0.621165471
-0.9155	0.2362	0.170138149
-0.8545	0.2253	0.069474973
-0.6714	0.2198	0.813283449
-0.3662	0.2088	0.722915718
-0.1831	0.2088	0.064025044
0	0.2033	0.577716428
0.1831	0.2088	0.030999615
0.3052	0.2088	0.100223076
0.2442	0.2143	0.068425709
0.3052	0.2143	0.403649187
0.3662	0.2143	0.852969775
0.3662	0.2143	0.992673594
0.3662	0.2198	0.867328308
0.3052	0.2198	0.249938657
0.1831	0.2198	0.642918292
0.0611	0.2198	0.29028889
0	0.2198	0.123868666
-0.122	0.2143	0.925475156
-0.2441	0.2088	0.016065008
-0.3662	0.2033	0.140013213
-0.4883	0.1923	0.455859957
-0.7324	0.1868	0.319525754
-0.8545	0.1813	0.641384182
-0.9155	0.1758	0.153443492
-0.9765	0.1703	0.723968297
-1.0986	0.1593	0.577242194
-1.1596	0.1538	0.657428063
-1.0986	0.1484	0.76392873
-1.0376	0.1429	0.38891247
-0.9155	0.1374	0.22435773
-0.6714	0.1374	0.677331341
-0.3662	0.1374	0.750891347
0	0.1374	0.515354993
0.3662	0.1429	0.724258315
0.5493	0.1538	0.07052693
0.4883	0.1648	0.200199836
0.1831	0.1703	0.852690638
-0.122	0.1758	0.967213819
-0.3051	0.1758	0.451868052
-0.3662	0.1703	0.201648761
-0.3051	0.1648	0.306728187
-0.2441	0.1593	0.489407819
-0.2441	0.1538	0.08326475
-0.2441	0.1484	0.398078587
-0.1831	0.1429	0.031299357
-0.061	0.1429	0.798505074
0.0611	0.1429	0.198607979
0.1831	0.1429	0.095394087
0.1831	0.1429	0.315118816
0.0611	0.1484	0.042847907
-0.061	0.1538	0.099667744
-0.122	0.1538	0.018717347
-0.061	0.1593	0.41675744
-0.061	0.1593	0.402974198
-0.122	0.1593	0.238816373
0	0.1593	0.95713709
0.0611	0.1538	0.509380877
0.1221	0.1538	0.007000844
0.1221	0.1538	0.403841392
0	0.1538	0.47799346
-0.061	0.1484	0.936943522
-0.122	0.1484	0.875518977
-0.2441	0.1484	0.550777591
-0.4272	0.1484	0.611363217
-0.3662	0.1429	0.054818277
-0.2441	0.1429	0.386997657
-0.122	0.1374	0.79260062
-0.061	0.1319	0.906387267
-0.1831	0.1264	0.030380329
-0.3051	0.1264	0.021295451
-0.4272	0.1264	0.544789819
-0.4883	0.1154	0.543309223
-0.4883	0.1099	0.112853168
-0.3662	0.1044	0.686729908
-0.2441	0.0989	0.853180796
-0.2441	0.0934	0.248569438
-0.2441	0.0879	0.046763603
-0.4272	0.0824	0.765257166
-0.5493	0.0769	0.485193679
-0.6103	0.0715	0.605026545
-0.4883	0.066	0.499641889
-0.1831	0.066	0.120665396
0.0611	0.0605	0.452435464
0.3662	0.0605	0.975354279
0.3662	0.066	0.60214183
0.6104	0.0715	0.706286658
0.7935	0.0769	0.250840705
0.9766	0.0824	0.663888367
0.9156	0.0934	0.957545163
0.7935	0.0934	0.081584545
0.7325	0.0989	0.253927098
0.5493	0.0989	0.130674772
0.3662	0.1044	0.76765325
0.2442	0.1044	0.101075449
0.4883	0.1044	0.375408047
0.6714	0.1044	0.041196817
0.6714	0.1099	0.043358386
0.5493	0.1099	0.274393217
0.3052	0.1099	0.329317282
-0.1831	0.1099	1.68623594
-0.6714	0.1044	1.220726073
-0.9765	0.0934	1.812908974
-1.0376	0.0824	1.55896548
-0.9765	0.066	1.83854654
-0.9765	0.055	1.887208442
-0.9155	0.0385	1.176168531
-0.9765	0.0275	1.180462285
-1.1596	0.011	1.426502711
-1.1596	-0.0055	1.737648439
-1.0376	-0.0164	1.010512354
-0.7934	-0.0274	1.092201375
-0.5493	-0.0384	1.499600864
-0.4272	-0.0439	1.326023241
-0.3662	-0.0549	1.732593838
-0.2441	-0.0604	1.738620691
-0.2441	-0.0659	1.836678499
-0.5493	-0.0714	1.656414199
-1.4038	-0.0769	1.652113637
-2.1972	-0.1043	1.884713269
-2.6855	-0.1373	1.204936845
-0.9765	-0.1812	1.165480394
1.5259	-0.2032	1.450939189
3.479	-0.1922	1.157178859
5.0049	-0.1648	1.716330594
6.1035	-0.1208	1.18875088
6.836	-0.0659	1.039880368
7.6294	0	1.03876997
8.1787	0.066	1.947615319
8.7281	0.1429	1.574341004
9.7046	0.2198	1.299743257
10.0708	0.3132	1.464300841
10.0708	0.3955	1.491319123
9.3994	0.4725	1.710235981
8.7281	0.5219	1.979886163
7.7515	0.5713	1.159950808
6.836	0.6098	1.38713238
6.3477	0.6537	1.865075016
6.4087	0.6922	1.075353366
6.3477	0.7306	1.391908824
